address,amoblado,amount_max_bs,amount_max_usd,availability,bathroom,baulera,bedroom,code,credit_type,date_released,dimension_built,dimension_ground,elevator,fecentrega,fee,fee_bnb_usd,fee_bs,fee_regular,fee_regular_bs,garage,id,id_neighborhood,id_type,id_type_offer,latitud,location,longitud,moneda,neighborhood,pool,price,region,status,type,type_offer,warranty,year_built
FDV18184 – COMPRA TU DEPARTAMENTO EN IRPAVI,0,40002059,5831204,ENABLED,4,0,3,UC-465643, no social con 20% de aporte propio. ,24/04/2019,0,132,0,Inmediata,816,917.08,5595,746,5117,1,465643,37,2,1,-16.528093,La Paz,-68.086708,$us,Irpavi,0,129000,La Paz,2,Departamento,Venta,,
"SAN JORGE, SOPOCACHI ",0,40002059,5831204,ENABLED,4,0,4,UC-551865, no social con 20% de aporte propio. ,29/04/2019,179,0,0,Inmediata,1195,,8198,1093,7497,1,551865,178,2,1,-16.513947,La Paz,-68.119972,$us,San Jorge,0,189000,La Paz,2,Departamento,Venta,,2013
Achumani Calle 26 - Pamir Pampa,0,40002059,5831204,ENABLED,4,0,3,UC-445824, no social con 20% de aporte propio. ,29/04/2019,127,0,0,Inmediata,822,902.45,5639,752,5157,1,445824,29,2,1,-16.526312,La Paz,-68.064575,$us,Achumani,0,130000,La Paz,1,Departamento,Venta,,2018
FDV19316 – COMPRA TU DUPLEX EN LOS PINOS,0,40002059,5831204,ENABLED,3,0,5,UC-465596, no social con 20% de aporte propio. ,24/04/2019,172,0,0,Inmediata,885,972.66,6073,810,5553,1,465596,52,2,1,-16.540846,La Paz,-68.073669,$us,Los Pinos,0,140000,La Paz,2,Departamento,Venta,,
Av. Strongest ,0,40002059,5831204,ENABLED,4,0,3,UC-467148, no social con 20% de aporte propio. ,07/01/2019,182,0,0,Inmediata,1391,1535.93,9543,1272,8727,1,467148,29,2,1,-16.528,La Paz,-68.070312,$us,Achumani,0,220000,La Paz,1,Departamento,Venta,,2016
ACHUMANI,0,46605679,6793831,ENABLED,3,0,2,UC-550068, social. ,24/04/2019,125,0,0,Inmediata,757,,5191,690,4732,1,550068,29,2,1,-16.525141,La Paz,-68.069229,$us,Achumani,0,122000,La Paz,2,Departamento,Venta,,2012
Av Arce,0,48463835,7064699,ENABLED,3,0,3,UC-550498, social. ,24/04/2019,101,0,0,Inmediata,656,,4501,594,4076,0,550498,47,2,1,-16.513248,La Paz,-68.12236,$us,Sopocachi,0,110000,La Paz,2,Departamento,Venta,,1988
FDV22077 – COMPRA TU DEPARTAMENTO EN LOS PINOS,0,40002059,5831204,ENABLED,3,0,3,UC-493055, no social con 20% de aporte propio. ,24/04/2019,150,0,0,Inmediata,904,992.69,6203,827,5672,1,493055,52,2,1,-16.544538,La Paz,-68.073242,$us,Los Pinos,0,143000,La Paz,2,Departamento,Venta,,
NUEVOS PINOS,0,40002059,5831204,ENABLED,4,0,3,UC-550414, no social con 20% de aporte propio. ,29/04/2019,120,0,0,Inmediata,816,,5595,746,5117,1,550414,52,2,1,-16.545586,La Paz,-68.077751,$us,Los Pinos,0,129000,La Paz,2,Departamento,Venta,,2016
FDV20961 – COMPRA TU DEPARTAMENTO EN OBRAJES,0,40002059,5831204,ENABLED,4,0,3,UC-483865, no social con 20% de aporte propio. ,24/04/2019,154,0,0,Inmediata,1328,1457.80,9109,1214,8330,1,483865,42,2,1,-16.524199,La Paz,-68.111603,$us,Obrajes,0,210000,La Paz,2,Departamento,Venta,,
DEPARTAMENTOS EN VENTA: PLENO CENTRO DE SAN MIGUEL,0,40002059,5831204,ENABLED,1,0,2,UC-485643, no social con 20% de aporte propio. ,23/01/2019,113,0,0,Inmediata,967,1062.11,6637,885,6069,1,485643,237,2,1,-16.541431,La Paz,-68.079124,$us,San Miguel,0,153000,La Paz,1,Departamento,Venta,,2018
"San Miguel, Jose Maria Zalles",0,48463835,7064699,ENABLED,2,0,1,UC-550173, social. ,24/04/2019,53,0,0,Inmediata,498,,3417,451,3094,0,550173,237,2,1,-16.543806,La Paz,-68.078453,$us,San Miguel,0,83500,La Paz,1,Departamento,Venta,,2019
Achumani,0,44130787,6433059,ENABLED,,0,,UC-551019, social. ,29/04/2019,45,0,0,Inmediata,413,,2831,371,2546,1,551019,29,2,1,-16.517895,La Paz,-68.057114,$us,Achumani,0,72000,La Paz,2,Departamento,Venta,,
"Centro, prado",0,40002059,5831204,ENABLED,2,0,3,UC-550529, no social con 20% de aporte propio. ,24/04/2019,100,0,0,Inmediata,790,,5422,723,4958,0,550529,44,2,1,-16.500938,La Paz,-68.132034,$us,Centro,0,125000,La Paz,2,Departamento,Venta,,
Sopocachi,0,44130787,6433059,ENABLED,1,0,1,UC-551016, social. ,29/04/2019,0,0,0,Inmediata,315,,2162,283,1945,0,551016,47,2,1,-16.514841,La Paz,-68.131172,$us,Sopocachi,0,55000,La Paz,2,Departamento,Venta,,
CALACOTO MUY BONITO DEPARTAMENTO EN VENTA,0,40002059,5831204,ENABLED,3,0,3,UC-551187, no social con 20% de aporte propio. ,26/04/2019,158,0,0,Inmediata,1442,,9890,1318,9044,1,551187,32,2,1,-16.538933,La Paz,-68.078239,$us,Calacoto,0,228000,La Paz,2,Departamento,Venta,,
Obrajes ,0,44130787,6433059,ENABLED,1,0,1,UC-551319, social. ,26/04/2019,39,0,0,Inmediata,298,,2045,268,1839,0,551319,42,2,1,-16.524469,La Paz,-68.111168,$us,Obrajes,0,52000,La Paz,2,Departamento,Venta,,2015
Cota cota,0,48463835,7064699,ENABLED,3,0,4,UC-551393, social. ,27/04/2019,157,0,0,Inmediata,656,,4501,594,4076,1,551393,35,2,1,-16.538347,La Paz,-68.053093,$us,Cota Cota,0,110000,La Paz,2,Departamento,Venta,,
Calle Luis Espinal,0,46605679,6793831,ENABLED,3,0,3,UC-551356, social. ,27/04/2019,120,0,0,Inmediata,744,,5106,679,4655,1,551356,35,2,1,-16.540443,La Paz,-68.062767,$us,Cota Cota,0,120000,La Paz,2,Departamento,Venta,,2015
Achumani ,0,48463835,7064699,ENABLED,4,0,3,UC-551305, social. ,26/04/2019,152,0,0,Inmediata,620,,4255,562,3854,1,551305,29,2,1,-16.519381,La Paz,-68.053551,$us,Achumani,0,104000,La Paz,2,Departamento,Venta,,2019
CALACOTO ,0,44130787,6433059,ENABLED,1,0,1,UC-551448, social. ,27/04/2019,65,0,0,07/2019,410,,2815,369,2532,0,551448,32,2,1,-16.538591,La Paz,-68.073753,$us,Calacoto,0,71600,La Paz,1,Departamento,Venta,,2019
Achumani,0,48463835,7064699,ENABLED,,0,,UC-551438, social. ,29/04/2019,84,0,0,Inmediata,638,,4378,578,3965,1,551438,29,2,1,-16.523613,La Paz,-68.062561,$us,Achumani,0,107000,La Paz,2,Departamento,Venta,,
Los Pinos ,0,40002059,5831204,ENABLED,4,0,3,UC-551310, no social con 20% de aporte propio. ,26/04/2019,130,0,0,Inmediata,790,,5422,723,4958,1,551310,52,2,1,-16.542994,La Paz,-68.071655,$us,Los Pinos,0,125000,La Paz,2,Departamento,Venta,,2016
CALACOTO,0,48463835,7064699,ENABLED,2,0,2,UC-551450, social. ,27/04/2019,87,0,0,07/2019,565,,3878,512,3512,0,551450,32,2,1,-16.537687,La Paz,-68.073715,$us,Calacoto,0,94786,La Paz,1,Departamento,Venta,,2019
DEPARTAMENTO AMOBLADO ACHUMANI,1,40002059,5831204,ENABLED,1,1,1,UC-209787, no social con 20% de aporte propio. ,04/02/2019,89,0,1,Inmediata,854,934.11,5856,781,5355,1,209787,29,2,1,-16.515093,La Paz,-68.060822,$us,Achumani,0,135000,La Paz,2,Departamento,Venta,600.00 $us,2011
Las Lomas de Achumani,0,48463835,7064699,ENABLED,3,0,4,UC-551980, social. ,29/04/2019,168,0,0,Inmediata,573,,3928,519,3557,1,551980,29,2,1,-16.521931,La Paz,-68.051697,$us,Achumani,0,96000,La Paz,1,Departamento,Venta,,
Av. Manco Kapac,0,48463835,7064699,ENABLED,2,0,3,UC-551807, social. ,29/04/2019,87,0,0,Inmediata,596,,4092,540,3706,1,551807,45,2,1,-16.491913,La Paz,-68.143623,$us,San Pedro,0,100000,La Paz,2,Departamento,Venta,,
DEPARTAMENTO EN VENTA: ACHUMANI,0,40002059,5831204,ENABLED,4,0,3,UC-207110, no social con 20% de aporte propio. ,19/10/2018,180,0,1,Inmediata,1170,1416.05,8025,1070,7339,1,207110,29,2,1,-16.52932,La Paz,-68.073051,$us,Achumani,0,185000,La Paz,2,Departamento,Venta,,2013
"FDV9112 – DEPARTAMENTO EN VENTA, IRPAVI",0,40002059,5831204,ENABLED,3,0,3,UC-465993, no social con 20% de aporte propio. ,24/04/2019,135,0,0,Inmediata,1062,1167.19,7287,971,6664,0,465993,37,2,1,-16.523094,La Paz,-68.084579,$us,Irpavi,0,168000,La Paz,2,Departamento,Venta,,
Achumani,0,40002059,5831204,ENABLED,2,1,2,UC-233802, no social con 20% de aporte propio. ,12/04/2019,99,0,1,Inmediata,790,896.57,5422,723,4958,1,233802,29,2,1,-16.517239,La Paz,-68.063347,$us,Achumani,1,125000,La Paz,1,Departamento,Venta,,2017
Avenida Arce cerca del Multicine,0,,,ENABLED,2,0,3,UC-550045,,29/04/2019,150,0,0,Inmediata,0,,0,0,0,1,550045,178,2,1,-16.511496,La Paz,-68.122063,$us,San Jorge,0,143,La Paz,2,Departamento,Venta,,
EN VENTA PENTHOUSE DUPLEX: ACHUMANI,0,40002059,5831204,ENABLED,6,0,4,UC-103332, no social con 20% de aporte propio. ,14/03/2019,265,0,0,Inmediata,1518,1395.17,10410,1388,9520,2,103332,29,2,1,-16.516157,La Paz,-68.061752,$us,Achumani,0,240000,La Paz,1,Departamento,Venta,,
"FDV12963 – DEPARTAMENTO EN VENTA, CALACOTO",0,40002059,5831204,ENABLED,4,0,3,UC-465850, no social con 20% de aporte propio. ,24/04/2019,138,138,0,Inmediata,1062,1167.19,7287,971,6664,2,465850,32,2,1,-16.54298,La Paz,-68.085014,$us,Calacoto,0,168000,La Paz,2,Departamento,Venta,,
"FDV6540 – DEPARTAMENTO EN VENTA, LOMAS DE ACHUMANI",0,48463835,7064699,ENABLED,3,0,3,UC-222152, social. ,24/04/2019,176,0,0,Inmediata,704,888.79,4828,637,4373,2,222152,29,2,1,-16.530178,La Paz,-68.056488,$us,Achumani,0,118000,La Paz,2,Departamento,Venta,,
"Código 11913, DEPARTAMENTO EN VENTA, COTA COTA, LA PAZ, BOLIVIA",0,48463835,7064699,ENABLED,3,0,3,UC-543382, social. ,04/04/2019,153,0,0,Inmediata,686,,4705,621,4261,1,543382,35,2,1,-16.540854,La Paz,-68.06337,$us,Cota Cota,0,115000,La Paz,2,Departamento,Venta,,
"15421 Southwest 39th Terrace, Miami, FL 33185, USA Los Pinos calle 4 No. 555, Zona Sur, La Paz-Bolivia",0,40002059,5831204,ENABLED,2,0,3,UC-543769, no social con 20% de aporte propio. ,29/04/2019,0,145,0,Inmediata,1505,,10323,1376,9441,1,543769,37,2,1,-16.529888,La Paz,-68.086563,$us,Irpavi,0,238000,La Paz,2,Departamento,Venta,,
"15421 Southwest 39th Terrace, Miami, FL 33185, USA Los Pinos calle 4 No. 555, Zona Sur, La Paz-Bolivia",0,40002059,5831204,ENABLED,2,0,2,UC-543770, no social con 20% de aporte propio. ,29/04/2019,0,112,0,Inmediata,835,,5726,763,5236,1,543770,52,2,1,-16.544453,La Paz,-68.07309,$us,Los Pinos,0,132000,La Paz,2,Departamento,Venta,,
Costanera y calacoto calle 28,0,40002059,5831204,ENABLED,2,0,2,UC-543536, no social con 20% de aporte propio. ,04/04/2019,148,0,0,Inmediata,822,,5639,752,5157,1,543536,32,2,1,-16.537769,La Paz,-68.074654,$us,Calacoto,0,130000,La Paz,1,Departamento,Venta,,2015
Avenida Ballivián ,0,40002059,5831204,SOLD,3,0,3,UC-543412, no social con 20% de aporte propio. ,23/04/2019,167,0,0,Inmediata,1391,,9543,1272,8727,1,543412,32,2,1,-16.541059,La Paz,-68.090836,$us,Calacoto,0,220000,La Paz,2,Departamento,Venta,,
FDV30987 – COMPRA ESTE DEPARTAMENTO EN CALACOTO,0,40002059,5831204,ENABLED,4,1,3,UC-539938, no social con 20% de aporte propio. ,24/04/2019,202,0,0,Inmediata,1881,,12904,1720,11801,2,539938,32,2,1,-16.542553,La Paz,-68.08728,$us,Calacoto,0,340000,La Paz,2,Departamento,Venta,,
FDV30797 – COMPRA TU DEPARTAMENTO EN LAS LOMAS DE ACHUMANI,0,44130787,6433059,ENABLED,1,0,1,UC-539972, social. ,24/04/2019,26,0,0,Inmediata,160,,1101,144,990,0,539972,29,2,1,-16.519037,La Paz,-68.059036,$us,Achumani,0,28000,La Paz,2,Departamento,Venta,,
FDV30791 – COMPRA TU DEPARTAMENTO EN LAS LOMAS DE ACHUMANI,0,44130787,6433059,ENABLED,2,0,3,UC-539968, social. ,24/04/2019,62,0,0,Inmediata,327,,2241,294,2015,0,539968,29,2,1,-16.518326,La Paz,-68.062225,$us,Achumani,0,57000,La Paz,2,Departamento,Venta,,
FDV30794 – COMPRA TU DEPARTAMENTO EN LAS LOMAS DE ACHUMANI,0,44130787,6433059,ENABLED,1,0,2,UC-539971, social. ,24/04/2019,46,0,0,Inmediata,241,,1651,216,1485,0,539971,29,2,1,-16.521852,La Paz,-68.061752,$us,Achumani,0,42000,La Paz,2,Departamento,Venta,,
IRPAVI ,0,40002059,5831204,ENABLED,3,0,2,UC-534224, no social con 20% de aporte propio. ,12/03/2019,84,0,0,Inmediata,803,,5509,734,5038,1,534224,37,2,1,-16.514687,La Paz,-68.087425,$us,Irpavi,0,127000,La Paz,2,Departamento,Venta,,
Av. 6 de Agosto,0,40002059,5831204,ENABLED,4,0,3,UC-542544, no social con 20% de aporte propio. ,02/04/2019,148,0,0,Inmediata,999,,6853,914,6267,1,542544,178,2,1,-16.511047,La Paz,-68.124184,$us,San Jorge,0,158000,La Paz,2,Departamento,Venta,,1999
FDV30783 – COMPRA TU DEPARTAMENTO EN LAS LOMAS DE ACHUMANI,0,44130787,6433059,ENABLED,2,0,3,UC-539961, social. ,24/04/2019,61,0,0,Inmediata,327,,2241,294,2015,0,539961,29,2,1,-16.519806,La Paz,-68.06282,$us,Achumani,0,57000,La Paz,2,Departamento,Venta,,
FDV30797 – COMPRA TU DEPARTAMENTO EN LAS LOMAS DE ACHUMANI,0,44130787,6433059,ENABLED,1,0,1,UC-539973, social. ,24/04/2019,26,0,0,Inmediata,160,,1101,144,990,0,539973,29,2,1,-16.523443,La Paz,-68.062729,$us,Achumani,0,28000,La Paz,2,Departamento,Venta,,
Los Pinos entre calles 28 y 30,0,40002059,5831204,ENABLED,5,0,4,UC-537796, no social con 20% de aporte propio. ,20/03/2019,185,0,0,Inmediata,1138,,7808,1041,7140,1,537796,35,2,1,-16.546759,La Paz,-68.062218,$us,Cota Cota,0,180000,La Paz,2,Departamento,Venta,,2015
FDV30463 – COMPRA ESTE DEPARTAMENTO EN ACHUMANI,0,40002059,5831204,ENABLED,3,0,3,UC-537811, no social con 20% de aporte propio. ,24/04/2019,0,0,0,Inmediata,1138,,7808,1041,7140,1,537811,29,2,1,-16.530403,La Paz,-68.067749,$us,Achumani,0,180000,La Paz,2,Departamento,Venta,,
FDV30463 – COMPRA ESTE DEPARTAMENTO EN ACHUMANI,0,40002059,5831204,ENABLED,3,0,3,UC-537809, no social con 20% de aporte propio. ,24/04/2019,0,0,0,Inmediata,1138,,7808,1041,7140,1,537809,29,2,1,-16.530403,La Paz,-68.067749,$us,Achumani,0,180000,La Paz,2,Departamento,Venta,,
Departamento en venta Los Pinos ,0,46605679,6793831,ENABLED,2,0,2,UC-537567, social. ,20/03/2019,97,0,0,Inmediata,773,,5300,704,4832,1,537567,52,2,1,-16.544804,La Paz,-68.071571,$us,Los Pinos,0,124570,La Paz,1,Departamento,Venta,,2019
San Miguel,0,48463835,7064699,ENABLED,2,0,1,UC-537599, social. ,20/03/2019,52,0,0,Inmediata,495,,3396,448,3076,0,537599,237,2,1,-16.543365,La Paz,-68.079422,$us,San Miguel,0,83000,La Paz,1,Departamento,Venta,,2018
FDV29647 – COMPRA TU DEPARTAMENTO EN BAJO SEGUENCOMA,0,40002059,5831204,ENABLED,3,0,3,UC-533918, no social con 20% de aporte propio. ,24/04/2019,13840,0,0,Inmediata,1012,,6940,925,6347,0,533918,46,2,1,-16.538652,La Paz,-68.097389,$us,Seguencoma,0,160000,La Paz,2,Departamento,Venta,,
Koani entre calles 5 y 6,0,40002059,5831204,ENABLED,4,0,4,UC-537775, no social con 20% de aporte propio. ,20/03/2019,210,0,0,Inmediata,967,,6637,885,6069,1,537775,38,2,1,-16.530127,La Paz,-68.078903,$us,Koani,0,153000,La Paz,2,Departamento,Venta,,
Calacoto calle 25,0,40002059,5831204,ENABLED,5,0,3,UC-533735, no social con 20% de aporte propio. ,11/03/2019,210,0,0,Inmediata,1604,,11007,1467,10066,2,533735,32,2,1,-16.540676,La Paz,-68.08284,$us,Calacoto,0,290000,La Paz,2,Departamento,Venta,,2016
"Achumani, calle 29",0,40002059,5831204,SOLD,4,0,3,UC-533805, no social con 20% de aporte propio. ,27/04/2019,216,0,0,Inmediata,1012,,6940,925,6347,3,533805,29,2,1,-16.51996,La Paz,-68.062096,$us,Achumani,0,160000,La Paz,2,Departamento,Venta,,2015
Irpavi,0,48463835,7064699,ENABLED,2,0,2,UC-539049, social. ,29/04/2019,0,0,0,Inmediata,626,,4296,567,3891,1,539049,37,2,1,-16.515629,La Paz,-68.087509,$us,Irpavi,0,105000,La Paz,2,Departamento,Venta,,
"Edificio Duo, calacoto calle 20, 5 de achumani, ",0,46605679,6793831,ENABLED,2,0,2,UC-533850, social. ,16/03/2019,79,0,0,Inmediata,741,,5085,676,4635,1,533850,32,2,1,-16.537233,La Paz,-68.078926,$us,Calacoto,0,119500,La Paz,1,Departamento,Venta,,2019
Urbanizacion los Claveles del Sur C/31 Bloque 33 Depto. 6D Lomas de Achumani,0,46605679,6793831,ENABLED,3,0,3,UC-533901, social. ,11/03/2019,152,0,0,Inmediata,750,,5148,684,4693,1,533901,29,2,1,-16.51852,La Paz,-68.056259,$us,Achumani,0,121000,La Paz,1,Departamento,Venta,,2018
"Los Pinos, zona sur, La Paz",0,48463835,7064699,ENABLED,2,0,3,UC-534028, social. ,06/04/2019,79,0,0,01/2019,537,,3683,486,3335,0,534028,52,2,1,-16.544865,La Paz,-68.074348,$us,Los Pinos,0,90000,La Paz,2,Departamento,Venta,,1983
FDV29608 – COMPRA TU DEPARTAMENTO EN CALACOTO,0,40002059,5831204,ENABLED,4,0,3,UC-532430, no social con 20% de aporte propio. ,24/04/2019,151,0,0,Inmediata,1138,,7808,1041,7140,1,532430,32,2,1,-16.542076,La Paz,-68.083389,$us,Calacoto,0,180000,La Paz,2,Departamento,Venta,,
JORGE SAENZ CUADRA Y MEDIA DE MONUMENTO BUSCH,0,44130787,6433059,ENABLED,3,0,3,UC-533951, social. ,11/03/2019,255,0,0,04/2020,332,,2280,299,2051,1,533951,41,2,1,-16.493847,La Paz,-68.123131,$us,Miraflores,0,58000,La Paz,1,Departamento,Venta,,2019
Los Pinos Calle 25,0,40002059,5831204,ENABLED,4,0,3,UC-534106, no social con 20% de aporte propio. ,12/03/2019,120,0,0,Inmediata,854,,5856,781,5355,1,534106,52,2,1,-16.543186,La Paz,-68.075172,$us,Los Pinos,0,135000,La Paz,2,Departamento,Venta,,2000
ACHUMANI,0,46605679,6793831,ENABLED,2,0,2,UC-534189, social. ,12/03/2019,125,0,0,Inmediata,757,,5191,690,4732,1,534189,29,2,1,-16.524441,La Paz,-68.067558,$us,Achumani,0,122000,La Paz,2,Departamento,Venta,,2011
Irpavi,0,40002059,5831204,ENABLED,,0,,UC-534527, no social con 20% de aporte propio. ,29/04/2019,0,0,0,Inmediata,885,,6073,810,5553,1,534527,37,2,1,-16.524309,La Paz,-68.086891,$us,Irpavi,0,140000,La Paz,2,Departamento,Venta,,
"Los Pinos, Bloque 9 Depto. 202",0,48463835,7064699,ENABLED,2,0,3,UC-532160, social. ,06/03/2019,79,0,0,Inmediata,519,,3560,470,3224,0,532160,52,2,1,-16.54431,La Paz,-68.075089,$us,Los Pinos,0,87000,La Paz,2,Departamento,Venta,,
FDV29608 – COMPRA TU DEPARTAMENTO EN CALACOTO,0,40002059,5831204,ENABLED,4,0,3,UC-532429, no social con 20% de aporte propio. ,24/04/2019,151,0,0,Inmediata,1138,,7808,1041,7140,1,532429,32,2,1,-16.542076,La Paz,-68.083389,$us,Calacoto,0,180000,La Paz,2,Departamento,Venta,,
Llojeta,0,48463835,7064699,ENABLED,1,0,1,UC-534529, social. ,29/04/2019,85,0,0,Inmediata,489,,3355,443,3039,0,534529,40,2,1,-16.40016,La Paz,-67.249825,$us,Llojeta,0,82000,La Paz,2,Departamento,Venta,,
Achumani,0,48463835,7064699,SOLD,2,0,2,UC-530656, social. ,23/04/2019,115,0,0,Inmediata,656,,4501,594,4076,1,530656,29,2,1,-16.521479,La Paz,-68.062279,$us,Achumani,0,110000,La Paz,2,Departamento,Venta,,2014
C/Andres Bello Cota Cota Torres Monterrey ,0,40002059,5831204,ENABLED,3,0,3,UC-531153, no social con 20% de aporte propio. ,07/03/2019,99,0,0,Inmediata,790,,5422,723,4958,1,531153,35,2,1,-16.539577,La Paz,-68.063499,$us,Cota Cota,0,125000,La Paz,1,Departamento,Venta,,2019
Achumani Calle 32,0,48463835,7064699,ENABLED,3,0,2,UC-531930, social. ,07/03/2019,98,0,0,Inmediata,686,,4705,621,4261,1,531930,29,2,1,-16.522123,La Paz,-68.060677,$us,Achumani,0,115000,La Paz,2,Departamento,Venta,,2015
Miraflores,0,44130787,6433059,ENABLED,1,0,1,UC-532275, social. ,07/03/2019,49,0,0,04/2020,332,,2280,299,2051,1,532275,41,2,1,-16.487099,La Paz,-68.120445,$us,Miraflores,0,58000,La Paz,1,Departamento,Venta,,2019
FDV29731 – COMPRA TU DEPARTAMENTO EN SOPOCACHI,0,40002059,5831204,ENABLED,3,0,2,UC-533925, no social con 20% de aporte propio. ,24/04/2019,11711,0,0,Inmediata,999,,6853,914,6267,0,533925,47,2,1,-16.514193,La Paz,-68.128029,$us,Sopocachi,0,158000,La Paz,2,Departamento,Venta,,
Calacoto Calle 22 Edificio Luz Sideral,0,48463835,7064699,ENABLED,1,0,1,UC-531909, social. ,06/03/2019,48,0,0,Inmediata,495,,3396,448,3076,1,531909,32,2,1,-16.539127,La Paz,-68.07547,$us,Calacoto,0,83000,La Paz,1,Departamento,Venta,,
Av Costanera entre calles 27 y 28,0,40002059,5831204,ENABLED,4,0,4,UC-533594, no social con 20% de aporte propio. ,17/03/2019,264,0,0,Inmediata,1359,,9326,1243,8529,1,533594,32,2,1,-16.54501,La Paz,-68.082726,$us,Calacoto,0,215000,La Paz,2,Departamento,Venta,,2014
Cota Cota ,0,48463835,7064699,ENABLED,4,0,3,UC-533001, social. ,10/03/2019,150,0,0,Inmediata,686,,4705,621,4261,1,533001,35,2,1,-16.540731,La Paz,-68.062897,$us,Cota Cota,0,115000,La Paz,2,Departamento,Venta,,2000
Calacoto,0,40002059,5831204,ENABLED,4,0,4,UC-533496, no social con 20% de aporte propio. ,29/04/2019,200,0,0,Inmediata,2047,,14043,1872,12842,1,533496,237,2,1,-16.540335,La Paz,-68.08017,$us,San Miguel,0,370000,La Paz,2,Departamento,Venta,,
"CALLE PRINCIPAL BALTAZAR SALAS, ZONA DE VINO TINTO",0,48463835,7064699,ENABLED,2,0,4,UC-532221, social. ,06/03/2019,138,0,0,Inmediata,531,,3642,481,3298,0,532221,44,2,1,-16.485886,La Paz,-68.137466,$us,Centro,0,89000,La Paz,2,Departamento,Venta,,2011
Calle guzman de Rojas a una cuadra Red uno,0,48463835,7064699,ENABLED,2,0,3,UC-531724, social. ,09/03/2019,90,0,0,Inmediata,507,,3478,459,3150,1,531724,47,2,1,-16.513626,La Paz,-68.129875,$us,Sopocachi,0,85000,La Paz,2,Departamento,Venta,,1989
Calacoto Calle 15 Edificio Torre Fergal,0,40002059,5831204,ENABLED,4,0,3,UC-533042, no social con 20% de aporte propio. ,15/04/2019,222,0,0,Inmediata,1826,,12525,1670,11454,2,533042,32,2,1,-16.539776,La Paz,-68.084038,$us,Calacoto,0,330000,La Paz,1,Departamento,Venta,,2017
FDV29820 – COMPRA TU DEPARTAMENTO EN LA ARBOLEDA,0,40002059,5831204,ENABLED,4,1,3,UC-534090, no social con 20% de aporte propio. ,24/04/2019,210,0,0,Inmediata,1649,,11310,1508,10343,2,534090,32,2,1,-16.546204,La Paz,-68.068001,$us,Calacoto,0,298000,La Paz,2,Departamento,Venta,,
FDV29758 – COMPRA TU DEPARTAMENTO EN SAN MIGUEL,0,40002059,5831204,ENABLED,3,0,2,UC-534096, no social con 20% de aporte propio. ,24/04/2019,113,0,0,Inmediata,1012,,6940,925,6347,0,534096,237,2,1,-16.543163,La Paz,-68.078232,$us,San Miguel,0,160000,La Paz,2,Departamento,Venta,,
FDV29758 – COMPRA TU DEPARTAMENTO EN SAN MIGUEL,0,40002059,5831204,ENABLED,3,0,2,UC-534095, no social con 20% de aporte propio. ,24/04/2019,113,0,0,Inmediata,1012,,6940,925,6347,0,534095,237,2,1,-16.543163,La Paz,-68.078232,$us,San Miguel,0,160000,La Paz,2,Departamento,Venta,,
FDV30514 – COMPRA TU DEPARTAMENTO EN ALTO SEGUENCOMA,0,40002059,5831204,ENABLED,4,0,3,UC-538238, no social con 20% de aporte propio. ,24/04/2019,160,0,0,Inmediata,882,,6052,807,5534,1,538238,46,2,1,-16.542505,La Paz,-68.100075,$us,Seguencoma,0,139520,La Paz,2,Departamento,Venta,,
FDV29820 – COMPRA TU DEPARTAMENTO EN LA ARBOLEDA,0,40002059,5831204,ENABLED,4,1,3,UC-534089, no social con 20% de aporte propio. ,24/04/2019,210,0,0,Inmediata,1649,,11310,1508,10343,2,534089,32,2,1,-16.546204,La Paz,-68.068001,$us,Calacoto,0,298000,La Paz,2,Departamento,Venta,,
Calacoto y Av. Costanera,0,48463835,7064699,ENABLED,1,0,2,UC-538007, social. ,21/03/2019,71,0,0,01/2019,476,,3265,431,2957,1,538007,32,2,1,-16.542185,La Paz,-68.083954,$us,Calacoto,0,79800,La Paz,1,Departamento,Venta,,2008
FDV30007 – COMPRA TU DEPARTAMENTO EN ACHUMANI,0,40002059,5831204,ENABLED,3,1,3,UC-536470, no social con 20% de aporte propio. ,24/04/2019,160,0,0,Inmediata,948,,6506,867,5950,1,536470,29,2,1,-16.535313,La Paz,-68.072075,$us,Achumani,0,150000,La Paz,2,Departamento,Venta,,
San miguel,0,40002059,5831204,ENABLED,3,0,3,UC-534251, no social con 20% de aporte propio. ,12/03/2019,177,0,0,Inmediata,1182,,8111,1081,7418,1,534251,237,2,1,-16.541742,La Paz,-68.078636,$us,San Miguel,0,187000,La Paz,2,Departamento,Venta,,
FDV30040 – COMPRA TU DEPARTAMENTO EN BAJO SEGUENCOMA,0,44130787,6433059,SOLD,1,0,1,UC-536466, social. ,24/04/2019,49,0,0,Inmediata,355,,2438,320,2192,0,536466,46,2,1,-16.541954,La Paz,-68.097305,$us,Seguencoma,0,62000,La Paz,2,Departamento,Venta,,
ALTO IRPAVI ,0,48463835,7064699,ENABLED,2,0,2,UC-534556, social. ,13/03/2019,80,0,0,05/2019,489,,3355,443,3039,1,534556,180,2,1,-16.517925,La Paz,-68.084183,$us,Alto Irpavi,0,82000,La Paz,1,Departamento,Venta,,
